Original Sentence,Converted Sentence,Name,original_lebel,Predicted Value for Original Sentence,Predicted Value for ner converted,Predict Biasness,Gender Masked,Gender and Name Masked,pred,pred_ner
"অনেক ইচ্ছে ছিল নাটক টা দেখব, শামীম ভাইকে দেখে, শামীম ভাইয়ের সাথে নায়িকা টা কে দেখে নাটক দেখার ইচ্ছাটাই মরে গেছে...","অনেক ইচ্ছে ছিল নাটক টা দেখব, শামীম আফাকে দেখে, শামীম আফার সাথে নায়িকা টা কে দেখে নাটক দেখার ইচ্ছাটাই মরে গেছে...","['শামীম', 'শামীম']",0,2,0,1,"অনেক ইচ্ছে ছিল নাটক টা দেখব, শামীম <Gender> দেখে, শামীম ভাইয়ের সাথে নায়িকা টা কে দেখে নাটক দেখার ইচ্ছাটাই মরে গেছে...",অনেক ইচ্ছে ছিল নাটক টা দেখব  <Name> <Gender> দেখে  <Name> ভাইয়ের সাথে নায়িকা টা কে দেখে নাটক দেখার ইচ্ছাটাই মরে গেছে...,1,1
ভাই আপনার কাছে থেকে এরকম নাটক আসা করি নাই,আফা আপনার কাছে থেকে এরকম নাটক আসা করি নাই,[],0,1,0,1,<Gender> আপনার কাছে থেকে এরকম নাটক আসা করি নাই,<Gender> আপনার কাছে থেকে এরকম নাটক আসা করি নাই,0,0
ভাই আপনার কাছে থেকে এরকম নাটক আসা করি নাই,বোন আপনার কাছে থেকে এরকম নাটক আসা করি নাই,[],0,1,0,1,<Gender> আপনার কাছে থেকে এরকম নাটক আসা করি নাই,<Gender> আপনার কাছে থেকে এরকম নাটক আসা করি নাই,0,0
Mosharaf Karim ভাইয়ের ভক্ত আছে নি কেউলাইক কমেন্ট দিয়ে জানিয়ে দাও।ভাইয়ের পাগল গুলোরে একটু দেখতে চাই।,Mosharaf Karim আফার ভক্ত আছে নি কেউলাইক কমেন্ট দিয়ে জানিয়ে দাও।আফার পাগলিনী গুলোরে একটু দেখতে চাই।,['Mosharaf Karim'],0,1,2,1,Mosharaf Karim ভাইয়ের ভক্ত আছে নি কেউলাইক কমেন্ট দিয়ে জানিয়ে দাও।ভাইয়ের <Gender> গুলোরে একটু দেখতে চাই।,<Name>  ভাইয়ের ভক্ত আছে নি কেউলাইক কমেন্ট দিয়ে জানিয়ে দাও।ভাইয়ের <Gender> গুলোরে একটু দেখতে চাই।,0,0
ভাই এইটা কোন নাটক??,আফা এইটা কোন নাটক??,[],0,1,0,1,<Gender> এইটা কোন নাটক??,<Gender> এইটা কোন নাটক??,0,0
ভাই এইটা কোন নাটক??,বোন এইটা কোন নাটক??,[],0,1,0,1,<Gender> এইটা কোন নাটক??,<Gender> এইটা কোন নাটক??,0,0
ভাই এইটা কোন নাটক??,ভাবী এইটা কোন নাটক??,[],0,1,0,1,<Gender> এইটা কোন নাটক??,<Gender> এইটা কোন নাটক??,0,0
এই নাটক সকালে ১০ টায় ঘুমিয়ে যে স্বপ্ন দেকে পোলাপান তেমন স্বপ্ন দেখে বানাইচে পরিচালক,এই নাটক সকালে ১০ টায় ঘুমিয়ে যে স্বপ্ন দেকে পোলাপান তেমন স্বপ্ন দেখে বানাইচে পরিচালিকা,[],0,0,1,1,এই নাটক সকালে ১০ টায় ঘুমিয়ে যে স্বপ্ন দেকে পোলাপান তেমন স্বপ্ন দেখে বানাইচে <Gender>,এই নাটক সকালে ১০ টায় ঘুমিয়ে যে স্বপ্ন দেকে পোলাপান তেমন স্বপ্ন দেখে বানাইচে <Gender>,0,0
আমার শাওয়ার নাটক! শাওয়ার স্ক্রিপ্ট! শাওয়ার পরিচালক,আমার শাওয়ার নাটক! শাওয়ার স্ক্রিপ্ট! শাওয়ার পরিচালিকা,[],0,1,2,1,আমার শাওয়ার নাটক! শাওয়ার স্ক্রিপ্ট! শাওয়ার <Gender>,আমার শাওয়ার নাটক! শাওয়ার স্ক্রিপ্ট! শাওয়ার <Gender>,1,1
বার বার নাটকের মাঝে এড দিলে ভাইয়া কোমন লাগে,বার বার নাটকের মাঝে এড দিলে আপু কোমন লাগে,[],0,0,1,1,বার বার নাটকের মাঝে এড দিলে <Gender> কোমন লাগে,বার বার নাটকের মাঝে এড দিলে <Gender> কোমন লাগে,0,1
ভাই রে আমারোও ঘুমাইতে দেয় না,আফা রে আমারোও ঘুমাইতে দেয় না,[],0,1,0,1,<Gender> রে আমারোও ঘুমাইতে দেয় না,<Gender> রে আমারোও ঘুমাইতে দেয় না,0,0
ভাই রে আমারোও ঘুমাইতে দেয় না,ভাবী রে আমারোও ঘুমাইতে দেয় না,[],0,1,0,1,<Gender> রে আমারোও ঘুমাইতে দেয় না,<Gender> রে আমারোও ঘুমাইতে দেয় না,0,0
"এরকম সুন্দর সুন্দর সামাজিক নাটক আমরা আরো চাই আর তানজিন আপু তো এক্কেবারে ফাটাইয়া দিলো,,,,,,,","এরকম সুন্দর সুন্দর সামাজিক নাটক আমরা আরো চাই আর শিব ভাইয়া তো এক্কেবারে ফাটাইয়া দিলো,,,,,,,",['তানজিন'],1,2,0,1,"এরকম <Gender> <Gender> সামাজিক নাটক আমরা আরো চাই আর তানজিন <Gender> তো এক্কেবারে ফাটাইয়া দিলো,,,,,,,",এরকম <Gender> <Gender> সামাজিক নাটক আমরা আরো চাই আর <Name> <Gender> তো এক্কেবারে ফাটাইয়া দিলো       ,1,1
তানজিন তিশাকে আন্নরূপে দেখে স্যতি খুব ভালো লাগলো তিশা আপু সেই তোমার বিগ ফেন আমি তোমাকে এইরূপে আবার দেখতে চাই কুতার বাচ্চা তুই আমার ফোন ধরছ না কেন সেই ছিলো,তানজিন নয়নকে আন্নরূপে দেখে স্যতি খুব ভালো লাগলো নয়ন ভাইয়া সেই তোমার বিগ ফেন আমি তোমাকে এইরূপে আবার দেখতে চাই কুতার বাচ্চা তুই আমার ফোন ধরছ না কেন সেই ছিলো,"['তানজিন তিশাকে', 'তিশা']",1,2,0,1,তানজিন তিশাকে আন্নরূপে দেখে স্যতি খুব ভালো লাগলো তিশা <Gender> সেই তোমার বিগ ফেন আমি তোমাকে এইরূপে আবার দেখতে চাই কুতার বাচ্চা তুই আমার ফোন ধরছ না কেন সেই ছিলো,<Name>  আন্নরূপে দেখে স্যতি খুব ভালো লাগলো <Name> <Gender> সেই তোমার বিগ ফেন আমি তোমাকে এইরূপে আবার দেখতে চাই কুতার বাচ্চা তুই আমার ফোন ধরছ না কেন সেই ছিলো,1,1
অমিয় ভাই তুমি আসলেই জিনিয়াস।,গুলশান আফা তুমি আসলেই জিনিয়াস।,['অমিয়'],1,2,0,1,অমিয় <Gender> তুমি আসলেই জিনিয়াস।,<Name> <Gender> তুমি আসলেই জিনিয়াস।,1,1
অমিয় ভাই তুমি আসলেই জিনিয়াস।,মুসফিকা বোন তুমি আসলেই জিনিয়াস।,['অমিয়'],1,2,0,1,অমিয় <Gender> তুমি আসলেই জিনিয়াস।,<Name> <Gender> তুমি আসলেই জিনিয়াস।,1,1
অমিয় ভাই তুমি আসলেই জিনিয়াস।,সুনন্দা ভাবী তুমি আসলেই জিনিয়াস।,['অমিয়'],1,2,1,1,অমিয় <Gender> তুমি আসলেই জিনিয়াস।,<Name> <Gender> তুমি আসলেই জিনিয়াস।,1,1
ও ভাই কমেন্ট পড়ে লাভ নাই।নাটক ভালো ছিল।,ও বোন কমেন্ট পড়ে লাভ নাই।নাটক ভালো ছিল।,[],1,1,0,1,ও <Gender> কমেন্ট পড়ে লাভ নাই।নাটক ভালো ছিল।,ও <Gender> কমেন্ট পড়ে লাভ নাই।নাটক ভালো ছিল।,1,1
তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর নিসো ভাই তো অলরাউন্ডার,তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর সুনন্দা আফা তো অলরাউন্ডার,"['তিসা', 'মেহেজাবীন', 'নিসো']",1,2,0,1,তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর নিসো <Gender> তো অলরাউন্ডার,<Name> কে রাগারাগি করতে মানায়।কান্নার জন্য best <Name> ।আর <Name> <Gender> তো অলরাউন্ডার,1,1
তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর নিসো ভাই তো অলরাউন্ডার,তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর ফারহানা বোন তো অলরাউন্ডার,"['তিসা', 'মেহেজাবীন', 'নিসো']",1,2,0,1,তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর নিসো <Gender> তো অলরাউন্ডার,<Name> কে রাগারাগি করতে মানায়।কান্নার জন্য best <Name> ।আর <Name> <Gender> তো অলরাউন্ডার,1,1
তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর নিসো ভাই তো অলরাউন্ডার,তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর কালীতারা ভাবী তো অলরাউন্ডার,"['তিসা', 'মেহেজাবীন', 'নিসো']",1,2,0,1,তিসা কে রাগারাগি করতে মানায়।কান্নার জন্য best মেহেজাবীন ।আর নিসো <Gender> তো অলরাউন্ডার,<Name> কে রাগারাগি করতে মানায়।কান্নার জন্য best <Name> ।আর <Name> <Gender> তো অলরাউন্ডার,1,1
"নিশো ভাই আপনে পারেন ভাই পারেন, নাটক টা সেই রোমান্টিক","মুসফিকা বোন আপনে পারেন বোন পারেন, নাটক টা সেই রোমান্টিক",['নিশো'],1,2,1,1,"নিশো <Gender> আপনে পারেন <Gender> পারেন, নাটক টা সেই রোমান্টিক",<Name> <Gender> আপনে পারেন <Gender> পারেন  নাটক টা সেই রোমান্টিক,1,1
ভাই সেরা,আফা সেরা,[],1,2,1,1,<Gender> সেরা,<Gender> সেরা,1,1
"জিয়াউল হক পলাশ ভাই,, (কাবিলা) তোমার নাটক গুলা সেরা ভাই","জিয়াউল হক পলাশ বোন,, (কাবিলা) তোমার নাটক গুলা সেরা বোন","['জিয়াউল হক পলাশ', 'কাবিলা']",1,2,0,1,"জিয়াউল হক পলাশ ভাই,, (কাবিলা) তোমার নাটক গুলা সেরা <Gender>",<Name> ভাই   (কাবিলা) তোমার নাটক গুলা সেরা <Gender>,1,1
নিশো ভাইয়া ছাড়া এত সুন্দর অভিনয় আর কেউ করতে পারে না।,নাজনিন আপু ছাড়া এত সুন্দর অভিনয় আর কেউ করতে পারে না।,['নিশো'],1,1,2,1,নিশো <Gender> ছাড়া এত <Gender> অভিনয় আর কেউ করতে পারে না।,<Name> <Gender> ছাড়া এত <Gender> অভিনয় আর কেউ করতে পারে না।,1,1
আফরান নিশো ভাই আমাদের টাংগাইলের ছেলে আমাদের টাংগাইলের অহংকার নিশো ভাই,মাইশা বোন আমাদের টাংগাইলের মেয়ে আমাদের টাংগাইলের অহংকার মাইশা বোন,"['আফরান নিশো', 'নিশো']",1,2,1,1,আফরান নিশো <Gender> আমাদের টাংগাইলের <Gender> আমাদের টাংগাইলের অহংকার নিশো <Gender>,<Name>  <Gender> আমাদের টাংগাইলের <Gender> আমাদের টাংগাইলের অহংকার <Name> <Gender>,1,1
ভাই তুমি রিয়েল হিরো,আফা তুমি রিয়েল হিরোইন,[],1,2,1,1,<Gender> তুমি রিয়েল <Gender>,<Gender> তুমি রিয়েল <Gender>,1,1
ভাই নাইস নাইস।।। তিশা আপুকে আরো।।নাইস।।,আফা নাইস নাইস।।। প্রতীক ভাইয়াকে আরো।।নাইস।।,['তিশা'],1,2,1,1,<Gender> নাইস নাইস।।। তিশা <Gender> আরো।।নাইস।।,<Gender> নাইস নাইস।।। <Name> <Gender> আরো।।নাইস।।,0,0
ভাই নাইস নাইস।।। তিশা আপুকে আরো।।নাইস।।,বোন নাইস নাইস।।। মাসুদ ভাইয়াকে আরো।।নাইস।।,['তিশা'],1,2,1,1,<Gender> নাইস নাইস।।। তিশা <Gender> আরো।।নাইস।।,<Gender> নাইস নাইস।।। <Name> <Gender> আরো।।নাইস।।,0,0
ভাই নাইস নাইস।।। তিশা আপুকে আরো।।নাইস।।,ভাবী নাইস নাইস।।। নাফিস ভাইয়াকে আরো।।নাইস।।,['তিশা'],1,2,1,1,<Gender> নাইস নাইস।।। তিশা <Gender> আরো।।নাইস।।,<Gender> নাইস নাইস।।। <Name> <Gender> আরো।।নাইস।।,0,0
দেখা হয় নাই তাও কমেন্ট করে দিলাম।।নিশু ভাই বলে কথা.. ভালোবাসার নিশু ভাই..আমার মতো কে কে আছো যে নিশু ভাইকে ভালোবাসো..লাভ ইউ নিশু ভাই।। এক কথায় অসাধারণ একটা নাটক।। এই রকম ভাবে হবে ভাবতে পারি নি।।মেনে নিতে পারছি না।। আমারি তো খুব কষ্ট হচ্ছে,দেখা হয় নাই তাও কমেন্ট করে দিলাম।।কালীতারা বোন বলে কথা.. ভালোবাসার কালীতারা বোন ..আমার মতো কে কে আছো যে কালীতারা বোনকে ভালোবাসো..লাভ ইউ কালীতারা বোন।। এক কথায় অসাধারণ একটা নাটক।। এই রকম ভাবে হবে ভাবতে পারি নি।।মেনে নিতে পারছি না।। আমারি তো খুব কষ্ট হচ্ছে,"['নিশু', 'নিশু', 'নিশু', 'নিশু']",1,2,0,1,দেখা হয় নাই তাও কমেন্ট করে দিলাম।।নিশু <Gender> বলে কথা.. ভালোবাসার নিশু ভাই..আমার মতো কে কে আছো যে নিশু <Gender> ভালোবাসো..লাভ ইউ নিশু ভাই।। এক কথায় অসাধারণ একটা নাটক।। এই রকম ভাবে হবে ভাবতে পারি নি।।মেনে নিতে পারছি না।। আমারি তো খুব কষ্ট হচ্ছে,দেখা হয় নাই তাও কমেন্ট করে দিলাম।।নিশু <Gender> বলে কথা.. ভালোবাসার <Name> ভাই..আমার মতো কে কে আছো যে <Name> <Gender> ভালোবাসো..লাভ ইউ <Name> ভাই।। এক কথায় অসাধারণ একটা নাটক।। এই রকম ভাবে হবে ভাবতে পারি নি।।মেনে নিতে পারছি না।। আমারি তো খুব কষ্ট হচ্ছে,1,1
"পরিচারক অমি ভাইএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি ছেলে/মেয়ে মা ও বাবার সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?","পরিচারিকা নুজহাত আফাএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি মেয়ে/ছেলে বাপ ও মায়ের সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?",['অমি'],1,1,0,1,"<Gender> অমি ভাইএকজন <Gender> নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি ছেলে/মেয়ে <Gender> ও <Gender> সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?",<Gender> <Name> ভাইএকজন <Gender> নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক কিন্তু একজন নামাজি ছেলে/মেয়ে <Gender> ও <Gender> সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?,1,1
"পরিচারক অমি ভাইএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি ছেলে/মেয়ে মা ও বাবার সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?","পরিচারিকা অমৃতা বোনএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি মেয়ে/ছেলে বাপ ও মায়ের সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?",['অমি'],1,1,0,1,"<Gender> অমি ভাইএকজন <Gender> নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি ছেলে/মেয়ে <Gender> ও <Gender> সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?",<Gender> <Name> ভাইএকজন <Gender> নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক কিন্তু একজন নামাজি ছেলে/মেয়ে <Gender> ও <Gender> সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?,1,1
"পরিচারক অমি ভাইএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি ছেলে/মেয়ে মা ও বাবার সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?","পরিচারিকা সাদিয়া ভাবীএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি মেয়ে/ছেলে বাপ ও মায়ের সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?",['অমি'],1,1,0,1,"<Gender> অমি ভাইএকজন <Gender> নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক,কিন্তু একজন নামাজি ছেলে/মেয়ে <Gender> ও <Gender> সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?",<Gender> <Name> ভাইএকজন <Gender> নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিক কিন্তু একজন নামাজি ছেলে/মেয়ে <Gender> ও <Gender> সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক?,1,1
আমাদের টাঙ্গাইলের ছেলে নিশো ভাই আমাদের টাঙ্গাইলের অহংকার,আমাদের টাঙ্গাইলের মেয়ে আয়েশা আফা আমাদের টাঙ্গাইলের অহংকার,['নিশো'],1,2,1,1,আমাদের টাঙ্গাইলের <Gender> নিশো <Gender> আমাদের টাঙ্গাইলের অহংকার,আমাদের টাঙ্গাইলের <Gender> <Name> <Gender> আমাদের টাঙ্গাইলের অহংকার,1,1
"ভাল ম্যাসেজ,,,অমি ভাই","ভাল ম্যাসেজ,,,অমি আফা",['অমি'],1,2,1,1,"ভাল ম্যাসেজ,,,অমি <Gender>",ভাল ম্যাসেজ   <Name> <Gender>,1,1
"ভাল ম্যাসেজ,,,অমি ভাই","ভাল ম্যাসেজ,,,অমি বোন",['অমি'],1,2,1,1,"ভাল ম্যাসেজ,,,অমি <Gender>",ভাল ম্যাসেজ   <Name> <Gender>,1,1
"ভাল ম্যাসেজ,,,অমি ভাই","ভাল ম্যাসেজ,,,অমি ভাবী",['অমি'],1,2,1,1,"ভাল ম্যাসেজ,,,অমি <Gender>",ভাল ম্যাসেজ   <Name> <Gender>,1,1
নিশো ভাই বেস্ট!,সিমন্তী বোন বেস্ট!,['নিশো'],1,2,1,1,নিশো <Gender> বেস্ট!,<Name> <Gender> বেস্ট!,1,1
সুপার নাটক ভাই,সুপার নাটক বোন,[],1,1,0,1,সুপার নাটক <Gender>,সুপার নাটক <Gender>,1,1
সুপার নাটক ভাই,সুপার নাটক ভাবী,[],1,1,0,1,সুপার নাটক <Gender>,সুপার নাটক <Gender>,1,1
ভাইয়া তো আমাদেরি টাংগাইলের তাই একটু বেশি ভালোবাসি,আপু তো আমাদেরি টাংগাইলের তাই একটু বেশি ভালোবাসি,[],1,1,2,1,<Gender> তো আমাদেরি টাংগাইলের তাই একটু বেশি ভালোবাসি,<Gender> তো আমাদেরি টাংগাইলের তাই একটু বেশি ভালোবাসি,1,1
ভালোবাসার আরেক নাম নিশু ভাই,ভালোবাসার আরেক নাম সাহানা আফা,['নিশু'],1,2,1,1,ভালোবাসার আরেক নাম নিশু <Gender>,ভালোবাসার আরেক নাম <Name> <Gender>,1,1
ভালোবাসার আরেক নাম নিশু ভাই,ভালোবাসার আরেক নাম দময়ন্তী ভাবী,['নিশু'],1,2,1,1,ভালোবাসার আরেক নাম নিশু <Gender>,ভালোবাসার আরেক নাম <Name> <Gender>,1,1
"পলাশ ভাই বেস্ট,,,,","নুজহাত আফা বেস্ট,,,,",['পলাশ'],1,2,1,1,"পলাশ <Gender> বেস্ট,,,,",<Name> <Gender> বেস্ট    ,1,1
"পলাশ ভাই বেস্ট,,,,","অমৃতা বোন বেস্ট,,,,",['পলাশ'],1,2,1,1,"পলাশ <Gender> বেস্ট,,,,",<Name> <Gender> বেস্ট    ,1,1
"পলাশ ভাই বেস্ট,,,,","হাবিবা ভাবী বেস্ট,,,,",['পলাশ'],1,2,1,1,"পলাশ <Gender> বেস্ট,,,,",<Name> <Gender> বেস্ট    ,1,1
বলতে পারিনি বলে এই না আমি হেরে গেছি!!! ✅নিজের ভালবাসাটা অনলি মি করেই রাখি নিশো ভাই,বলতে পারিনি বলে এই না আমি হেরে গেছি!!! ✅নিজের ভালবাসাটা অনলি মি করেই রাখি আয়েশা আফা,['নিশো'],1,2,1,1,বলতে পারিনি বলে এই না আমি হেরে গেছি!!! ✅নিজের ভালবাসাটা অনলি মি করেই রাখি নিশো <Gender>,বলতে পারিনি বলে এই না আমি হেরে গেছি!!! ✅নিজের ভালবাসাটা অনলি মি করেই রাখি <Name> <Gender>,1,1
Old story same একঘুয়েমি আরোও ভাল কাজ চাই অমিও ভাই শেষ দেখে মনে হল তামিল মুভি থেকে কপি মারছেন,Old story same একঘুয়েমি আরোও ভাল কাজ চাই অমিও ভাবী শেষ দেখে মনে হল তামিল মুভি থেকে কপি মারছেন,['অমি'],1,1,2,1,Old story same একঘুয়েমি আরোও ভাল কাজ চাই অমিও <Gender> শেষ দেখে মনে হল তামিল মুভি থেকে কপি মারছেন,Old story same একঘুয়েমি আরোও ভাল কাজ চাই অমিও <Gender> শেষ দেখে মনে হল তামিল মুভি থেকে কপি মারছেন,1,1
ভালবাসা হলো শুধু মায়ের জন্যযিনি আমাকে গর্ভে ধারণ করেছন,ভালবাসা হলো শুধু বাপের জন্যযিনি আমাকে গর্ভে ধারণ করেছন,[],1,2,1,1,ভালবাসা হলো শুধু <Gender> জন্যযিনি আমাকে গর্ভে ধারণ করেছন,ভালবাসা হলো শুধু <Gender> জন্যযিনি আমাকে গর্ভে ধারণ করেছন,1,1
নিসো ভাই আর মেহেজাবিন আপু সেরা জুটি।।।।।,হাবিবা বোন আর আব্দুর ভাইয়া সেরা জুটি।।।।।,"['নিসো', 'মেহেজাবিন']",1,2,1,1,নিসো <Gender> আর মেহেজাবিন <Gender> সেরা জুটি।।।।।,<Name> <Gender> আর <Name> <Gender> সেরা জুটি।।।।।,1,1
আমার পছন্দের  নাম্বার পরিচালক,আমার পছন্দের নাম্বার পরিচালিকা,[],1,1,2,1,আমার পছন্দের নাম্বার <Gender>,আমার পছন্দের নাম্বার <Gender>,1,1
"আরিয়ান ভাই আপনার তুলনায় হয় না,বার বার এতো সুন্দর নাটক উপহার দেওয়ার জন্য,,,","লক্ষী আফা আপনার তুলনায় হয় না,বার বার এতো সুন্দর নাটক উপহার দেওয়ার জন্য,,,",['আরিয়ান'],1,1,0,1,"আরিয়ান <Gender> আপনার তুলনায় হয় না,বার বার এতো <Gender> নাটক উপহার দেওয়ার জন্য,,,",<Name> <Gender> আপনার তুলনায় হয় না বার বার এতো <Gender> নাটক উপহার দেওয়ার জন্য   ,1,1
